"wav_filename","normalized_wav_key","dtl_path","line_number","dialog_snippet","confidence","ratio","second_ratio","notes"
"40igotcarried.wav","igotcarried","intro_sequence.dtl","71","I got carried away trying to perfect my portfolio.","prefix","","",""
"8Igraduated.wav","igraduated","intro_sequence.dtl","15","I graduated confectionery trade school with a 4.0 GPA!","prefix","","",""
"213ihopeshesnot.wav","ihopeshesnot","intro_sequence.dtl","338","I hope she's not going to be a nightmare boss...","prefix","","",""
"274ii.wav","ii","intro_sequence.dtl","439","I...I...","exact","","",""
"19ijustneedalittle.wav","ijustneedalittle","intro_sequence.dtl","28","I just... need a little inspiration first...","prefix","","",""
"119iknewthe.wav","iknewthe","intro_sequence.dtl","194","I knew The Gilded Macaron was supposed to be legendary...","prefix","","",""
"164iknowilook.wav","iknowilook","intro_sequence.dtl","276","I...I know I look a little scattered, but I'm a fast learner, and I promise I'll work hard!","substring","","",""
"268iknowipromisedmom.wav","iknowipromisedmom","intro_sequence.dtl","428","I know I promised Mom and Dad that I could do this...","prefix","","",""
"71illbelivingin.wav","illbelivingin","intro_sequence.dtl","120","I'll be living in a tent in the woods!!!","prefix","","",""
"184illjust.wav","illjust","intro_sequence.dtl","302","I...I'll just-","substring","","",""
"265illlookinto.wav","illlookinto","intro_sequence.dtl","420","I'll look in to rentals near the shop.","prefix","","",""
"197illprovetoyou.wav","illprovetoyou","intro_sequence.dtl","316","I'll prove to you that I have what it takes to be a world class confectioner!","prefix","","",""
"3im22yearsold.wav","im22yearsold","intro_sequence.dtl","10","I'm 22 years old...","exact","","",""
"167imalsovery.wav","imalsovery","intro_sequence.dtl","279","I'm also very creative and i have so many ideas for-","prefix","","",""
"190imgoingtohave.wav","imgoingtohave","day_0.dtl","802","I'm going to take the best bubble baths ever after work!","subsequence","","",""
"283imhavingaheartattack.wav","imhavingaheartattack","intro_sequence.dtl","455","I'm having a heart attack!","exact","","",""
"138immarzipan.wav","immarzipan","intro_sequence.dtl","236","I'm Marzipan Glace. Marzi for short.","prefix","","",""
"35imnervousabout.wav","imnervousabout","intro_sequence.dtl","60","I'm nervous about my portfolio quality so I was sniffing out the competition...","prefix","","",""
"116imnotdreaming.wav","imnotdreaming","intro_sequence.dtl","191","I'm not dreaming and I'm not dead!","prefix","","",""
"169imnotlooking.wav","imnotlooking","intro_sequence.dtl","281","I'm not looking for my junior staff to reinvent the wheel.","prefix","","",""
"143impeccablefashion.wav","impeccablefashion","intro_sequence.dtl","224","Impeccable fashion sense as well I see.","prefix","","",""
"145imustofcourse.wav","imustofcourse","intro_sequence.dtl","226","I must of course then recommend our house made macarons.","prefix","","",""
"75inthrough.wav","inthrough","intro_sequence.dtl","129","In through the nose...2...3...4...","prefix","","",""
"147Ipersonallyoversee.wav","ipersonallyoversee","intro_sequence.dtl","228","I personally oversee all the enchantments on our macarons.","prefix","","",""
"209ireallydidit.wav","ireallydidit","intro_sequence.dtl","334","I really did it!!","exact","","",""
"161irunatightship.wav","irunatightship","intro_sequence.dtl","271","I run a tight ship around here, Ms. Glace.","prefix","","",""
"139isawthejob.wav","isawthejob","intro_sequence.dtl","237","I saw the job posting about an opening in the confectionery.","prefix","","",""
"180iswaiting.wav","iswaiting","intro_sequence.dtl","296","-is waiting for me to fail.","prefix","","",""
"17ithoughtthe.wav","ithoughtthe","intro_sequence.dtl","26","I thought the hard part was over.","prefix","","",""
"246ithoughtyoud.wav","ithoughtyoud","day_0.dtl","190","I thought you moved away!","subsequence","","",""
"105itisfulledto.wav","itisfulledto","day_0.dtl","887","The city is full of handsome young makers and artisans, you know.","subsequence","","",""
"92itsevenbetter.wav","itsevenbetter","intro_sequence.dtl","161","It's even better than I'd imagined!","prefix","","",""
"32itsnotjustcandy.wav","itsnotjustcandy","intro_sequence.dtl","50","It's not just candy, Dad!","prefix","","",""
"33itsresearch.wav","itsresearch","intro_sequence.dtl","52","It's research!","exact","","",""
"94itssointricate.wav","itssointricate","intro_sequence.dtl","163","It's so intricate...","exact","","",""
"84itstimeto.wav","itstimeto","intro_sequence.dtl","141","It's time to put that preparation into action.","prefix","","",""
"227itswell.wav","itswell","intro_sequence.dtl","363","It's...well, it's going to be a lot of floor scrubbing at first.","prefix","","",""
"110itswirls.wav","itswirls","day_0.dtl","705","It was awful! A whirlwind of mop buckets and cold stares, Dad.","subsequence","","",""
"97itsyourbig.wav","itsyourbig","intro_sequence.dtl","166","It's your big chance!","prefix","","",""
"11Iwasofficially.wav","iwasofficially","intro_sequence.dtl","18","I was officially a real confectioner...","prefix","","",""
"9Iwasthekind.wav","iwasthekind","intro_sequence.dtl","16","I was the kind of student who needed a map to find the walk-in freezer...","prefix","","",""
"195iwillmoldyou.wav","iwillmoldyou","intro_sequence.dtl","313","I will mold you like these chocolate sculptures, Ms. Glace, from the bottom molecule to the top.","prefix","","",""
"198iwontletyoudown.wav","iwontletyoudown","intro_sequence.dtl","317","I won't let you down!","exact","","",""
"168letmestop.wav","letmestop","intro_sequence.dtl","280","Let me stop you right there.","prefix","","",""
"74letsdothree.wav","letsdothree","intro_sequence.dtl","125","Let's do three deep breaths together, okay?","prefix","","",""
"73lookatme.wav","lookatme","intro_sequence.dtl","124","Look at me please Marzi.","prefix","","",""
"93lookatthat.wav","lookatthat","intro_sequence.dtl","162","Look at that carousel made of isomalt!","prefix","","",""
"60lookifyoure.wav","lookifyoure","intro_sequence.dtl","107","Look, if you're going to blow your entire life savings on sugar, you might as well go straight to the source.","prefix","","",""
"228madamevonsweets.wav","madamevonsweets","intro_sequence.dtl","364","Madame Von Sweets is...intense.","prefix","","",""
"232maddyeat.wav","maddyeat","intro_sequence.dtl","372","Maddy, please eat the peas and you can have purin after.","subsequence","","",""
"219madeline.wav","madeline","day_0.dtl","894","(Madeline scurries past, giggling as she successfully sneaks a rock-candy sample from Marzi’s open pocket).","prefix","","",""
"159manyofthem.wav","manyofthem","intro_sequence.dtl","269","Many of them come in after shopping at the boutique next door.","prefix","","",""
"243marzidropsherfork.wav","marzidropsherfork","intro_sequence.dtl","390","Marzi drops her fork, her eyes widen to saucers.","prefix","","",""
"247marziithink.wav","marziithink","intro_sequence.dtl","275","Marzi tries to hide her stained wrist behind her back.","subsequence","","",""
"109marzileansin.wav","marzileansin","intro_sequence.dtl","305","She looks Marzi up and down one last time, an exhausted resignation in her eyes.","subsequence","","",""
"23marzipancomedownstairs.wav","marzipancomedownstairs","intro_sequence.dtl","36","MARZIPAN! COME DOWNSTAIRS THIS INSTANT!","prefix","","",""
"114marzipinches.wav","marzipinches","day_0.dtl","231","Marzi gulps, pressure building on her chest.","subsequence","","",""
"99marzipushes.wav","marzipushes","intro_sequence.dtl","397","Marzi, I'm pretty sure Mom and Dad just said that so you'd take getting a job seriously...","subsequence","","",""
"79marziregains.wav","marziregains","day_0.dtl","8","Marzi opens her eyes before the second ring, reaching out to tap the snooze button with a steady hand.","subsequence","","",""
"181marzisconfidence.wav","marzisconfidence","intro_sequence.dtl","297","Marzi's confidence starts to falter.","prefix","","",""
"225marzistabs.wav","marzistabs","day_0.dtl","370","Marzi lets out a shaky breath, her shoulders dropping an inch.","subsequence","","",""
"257marziswallowshard.wav","marziswallowshard","intro_sequence.dtl","410","Marzi swallows hard, the crushing weight of Beatrix's cold stare flashing in her mind.","prefix","","",""
"281marziwhatonearth.wav","marziwhatonearth","intro_sequence.dtl","452","Marzi! What on earth is going on?","prefix","","",""
"165methodsunconventional.wav","methodsunconventional","intro_sequence.dtl","277","My methods can be somewhat... unconventional, but the proof is in the pudding, Madame Sweets...","subsequence","","",""
"137mightirecommend.wav","mightirecommend","intro_sequence.dtl","217","Might I recommend our salted soft caramels?","prefix","","",""
"48momandiagreed.wav","momandiagreed","intro_sequence.dtl","87","Mom and I agreed on a timeline, Marzi.","prefix","","",""
"277momdad.wav","momdad","intro_sequence.dtl","447","MOM! DAD!","exact","","",""
"282mommy.wav","mommy","intro_sequence.dtl","453","Mommy! My chest is tight!","prefix","","",""
"22months.wav","months","intro_sequence.dtl","83","You've been locked up in your bedroom for months...","substring","","",""
"5mybirthday.wav","mybirthday","intro_sequence.dtl","12","And my birthday is on February 29-","substring","","",""
"4mybloodtype.wav","mybloodtype","intro_sequence.dtl","11","My blood type is AB...","prefix","","",""
"275mychestisfeelingtight.wav","mychestisfeelingtight","intro_sequence.dtl","440","M...My chest is feeling tight...","substring","","",""
"2mynameis.wav","mynameis","intro_sequence.dtl","8","My name is Marzipan Glace.","prefix","","",""
"134mywhata.wav","mywhata","intro_sequence.dtl","214","My, what a confident girl you are!","prefix","","",""
"257noblowingyourpaycheck.wav","noblowingyourpaycheck","intro_sequence.dtl","409","No blowing your paycheck on imported candy.","prefix","","",""
"256nogivingup.wav","nogivingup","intro_sequence.dtl","408","No giving up because it's hard or you're having trouble with a coworker...","prefix","","",""
"62noihavent.wav","noihavent","intro_sequence.dtl","110","No...I..I haven't.","subsequence","","",""
"255noimpulsive.wav","noimpulsive","intro_sequence.dtl","407","No impulsive quitting...","prefix","","",""
"103noimusthave.wav","noimusthave","intro_sequence.dtl","176","No, I must have died on the bus ride and gone to heaven!!","prefix","","",""
"38nononevermind.wav","nononevermind","intro_sequence.dtl","66","No, no... nevermind.","exact","","",""
"82noonehasapassion.wav","noonehasapassion","intro_sequence.dtl","139","No one has a passion for confectionery arts more intense than you.","prefix","","",""
"263normal.wav","normal","intro_sequence.dtl","416","...normal.","exact","","",""
"232notouch.wav","notouch","intro_sequence.dtl","369","NO TOUCH!","exact","","",""
"236nowquit.wav","nowquit","intro_sequence.dtl","380","Now, quit complaining Marzi!","prefix","","",""
"171noyoumustprove.wav","noyoumustprove","intro_sequence.dtl","283","No, you must first prove you are even capable of the basics.","subsequence","","",""
"196ohumthankyou.wav","ohumthankyou","day_0.dtl","753","Thank you!","substring","","",""
"96okaymarzi.wav","okaymarzi","day_0.dtl","126","Okay, Marzi.","exact","","",""
"90omigosh.wav","omigosh","intro_sequence.dtl","159","Omigosh WOW!","prefix","","",""
"206oncemoreshe.wav","oncemoreshe","day_0.dtl","365","Before I decide to reassign you to scrubbing the caramel vats for the rest of the week.","subsequence","","",""
"175onebadreview.wav","onebadreview","intro_sequence.dtl","288","One bad review on SweetSnap...","prefix","","",""
"176onemisfired.wav","onemisfired","intro_sequence.dtl","290","...One misfired enchantment...","prefix","","",""
"115ouch.wav","ouch","intro_sequence.dtl","190","Ouch!","exact","","",""
"131ourinhouse.wav","ourinhouse","intro_sequence.dtl","218","Our in house confectioners have have enchanted them so they don't stick to your teeth!","prefix","","",""
"138ourinhouse.wav","ourinhouse","intro_sequence.dtl","210","Our in house confectioners have enchanted them so that you feel the chill of falling snowflakes when you take a bite.","prefix","","",""
"234purinpurin.wav","purinpurin","intro_sequence.dtl","376","PURIN! PURIN! JIGGLY PURIN!","prefix","","",""
"144refinedpalette.wav","refinedpalette","intro_sequence.dtl","225","You must have a very refined palette.","substring","","",""
"258right.wav","right","intro_sequence.dtl","411","Right.","exact","","",""
"182rightiunderstand.wav","rightiunderstand","intro_sequence.dtl","300","I understand...","substring","","",""
"220rosieisbusy.wav","rosieisbusy","day_0.dtl","591","It is ridiculous that my earnings are being cut just because the new girl was in the way.","subsequence","","",""
"229shedoesntwantme.wav","shedoesntwantme","intro_sequence.dtl","365","She doesn't want me touching the cooking utensils until I ""prove myself""...","prefix","","",""
"100shegazes.wav","shegazes","day_0.dtl","320","She snatches her cellphone off the ground and glares at Marzi, her dark eyes narrowing.","subsequence","","",""
"153sheinspects.wav","sheinspects","day_0.dtl","733","Plus we saw the photos of the unit and it was simply too perfect to pass up.","subsequence","","",""
"16sheissitting.wav","sheissitting","intro_sequence.dtl","567","Slowly, the tightness begins to unravel like a knot finally loosening.","subsequence","","",""
"104shemarvels.wav","shemarvels","day_0.dtl","255","He flawlessly glides the mop in a smooth, continuous figure-eight over the tile floor of the closet.","subsequence","","",""
"144shepulls.wav","shepulls","intro_sequence.dtl","570","The rhythm of her breath finally syncs with the pulsing light on her screen.","subsequence","","",""
"179shetapsher.wav","shetapsher","intro_sequence.dtl","295","She taps her cell phone screen.","prefix","","",""
"241sinceyoureworking.wav","sinceyoureworking","intro_sequence.dtl","388","Since you're working downtown now, the commute from the attic isn't really practical anymore.","prefix","","",""
"98sodont.wav","sodont","intro_sequence.dtl","167","So don't blow it...","prefix","","",""
"273somuchpressure.wav","somuchpressure","intro_sequence.dtl","437","So much pressure...","exact","","",""
"150sotheyellow.wav","sotheyellow","day_0.dtl","400","Hey.","substring","","",""
"91sothisis.wav","sothisis","intro_sequence.dtl","160","So this is the legendary Gilded Macaron...","prefix","","",""
"239soyoujustdo.wav","soyoujustdo","intro_sequence.dtl","383","So you just do as she says.","prefix","","",""
"226thanksguys.wav","thanksguys","intro_sequence.dtl","362","Thanks, guys.","exact","","",""
"136thatissuch.wav","thatissuch","day_0.dtl","50","The walk to the bus stop is a miserable blur of cold wind and exhaustion.","subsequence","","",""
"202thatmeans.wav","thatmeans","intro_sequence.dtl","323","That means 15 minutes early, Ms. Glace.","prefix","","",""
"230thatskindofweird.wav","thatskindofweird","intro_sequence.dtl","366","That's kind of...weird, right?","prefix","","",""
"207thatwasso.wav","thatwasso","intro_sequence.dtl","332","That was sooo much harder than I thought it would be!","prefix","","",""
"68thatwouldbe.wav","thatwouldbe","intro_sequence.dtl","117","Oh wow! That would be my dream job!","substring","","",""
"151theblueones.wav","theblueones","intro_sequence.dtl","231","The blue ones tastes like a summer shower and you don't need a drink to wash it down.","prefix","","",""
"193thedisplaycases.wav","thedisplaycases","day_0.dtl","598","The glass displays are clean, the floor is spotless and the day is done.","subsequence","","",""
"192themarblefloors.wav","themarblefloors","intro_sequence.dtl","309","The marble floors need scrubbing.","prefix","","",""
"264thenitssettled.wav","thenitssettled","intro_sequence.dtl","419","Then it's settled.","exact","","",""
"108thereareglowing.wav","thereareglowing","day_0.dtl","347","Honestly, if this is the standard of help we are hiring now, my followers are going to notice the drop in quality.","subsequence","","",""
"156thereispowdered.wav","thereispowdered","intro_sequence.dtl","265","There is powdered sugar on your left shoe.","prefix","","",""
"67theresanew.wav","theresanew","intro_sequence.dtl","116","There's a new listing for a job opening.","prefix","","",""
"272theressomuchridingonmedoingwell.wav","theressomuchridingonmedoingwell","intro_sequence.dtl","436","There's so much riding on me doing well...","exact","","",""
"101theshopis.wav","theshopis","day_0.dtl","766","There is even enough counter space for a small marble tempering slab!","subsequence","","",""
"141thetemperature.wav","thetemperature","day_0.dtl","289","Ugh, the humidity from those tempering vats is an absolute nightmare today.","subsequence","","",""
"56thetoddleris.wav","thetoddleris","day_0.dtl","180","The volcano that exploded rainbow sprinkles in the principal's face?","subsequence","","",""
"170thewheelwhich.wav","thewheelwhich","intro_sequence.dtl","282","The wheel, which as you can see, is rolling flawlessly the way it is.","prefix","","",""
"178theworld.wav","theworld","intro_sequence.dtl","294","The world out there-","prefix","","",""
"107theyhangin.wav","theyhangin","day_0.dtl","532","Marzi looks at the empty floor, then up at Huck, who is quietly wringing out his own towel.","subsequence","","",""
"81theylllikeyou.wav","theylllikeyou","intro_sequence.dtl","138","They'll like you Marzi.","prefix","","",""
"113theytilt.wav","theytilt","intro_sequence.dtl","208","You must have a very eclectic palette.","subsequence","","",""
"237thisisa.wav","thisisa","intro_sequence.dtl","381","This is a great opportunity.","prefix","","",""
"117thisisreal.wav","thisisreal","intro_sequence.dtl","192","This is real.","exact","","",""
"118thisisreeeal.wav","thisisreeeal","intro_sequence.dtl","193","THIS IS REEEEAL!!!","subsequence","","",""
"215thisisthe.wav","thisisthe","intro_sequence.dtl","563","Chai's right... it's just physics... it's just chemistry.","subsequence","","",""
"18tickettomyown.wav","tickettomyown","intro_sequence.dtl","27","I thought the graduation money would be my ticket to my own confectionery.","substring","","",""
"149todaystheme.wav","todaystheme","intro_sequence.dtl","230","Today's theme is weather, so the yellow macarons taste like sundew-nice for warming up in the evening before bed.","prefix","","",""
"221tomarzi.wav","tomarzi","intro_sequence.dtl","353","To Marzi!","exact","","",""
"24uhoh.wav","uhoh","intro_sequence.dtl","40","Uh oh...","exact","","",""
"126umumhi.wav","umumhi","day_0.dtl","838","Be sure to make the most of your time in the city after work.","subsequence","","",""
"106undulating.wav","undulating","day_0.dtl","697","(She slumps against the doorframe and a virtual pet beeps a low-battery warning from her bag).","subsequence","","",""
"233waaa.wav","waaa","intro_sequence.dtl","375","Waaaah!","prefix","","",""
"244waitreally.wav","waitreally","intro_sequence.dtl","392","Wait, really?","exact","","",""
"53wecant.wav","wecant","intro_sequence.dtl","94","We can't keep funding this chaos.","prefix","","",""
"130wehavean.wav","wehavean","intro_sequence.dtl","209","We have an extra fresh batch of turkish delights that I think you'll love.","prefix","","",""
"252wehopehaving.wav","wehopehaving","intro_sequence.dtl","404","We hope having your own ""pot"" will give you some space to flourish.","prefix","","",""
"224weknewyou.wav","weknewyou","intro_sequence.dtl","358","We knew you just needed a little push.","prefix","","",""
"122welcometothe.wav","welcometothe","intro_sequence.dtl","199","Welcome! Welcome to The Gilded Macaron, my dear!","substring","","",""
"127wellarent.wav","wellarent","intro_sequence.dtl","206","Well aren't you such an... interesting girl!","prefix","","",""
"12wellkindof.wav","wellkindof","intro_sequence.dtl","19","...well...kind of...","exact","","",""
"65wellyoumight.wav","wellyoumight","intro_sequence.dtl","114","Well you might not have been searching the job boards...","prefix","","",""
"52weregoingtokick.wav","weregoingtokick","intro_sequence.dtl","91","...we are going to kick you out of the house, Marzipan.","subsequence","","",""
"223weresoproud.wav","weresoproud","intro_sequence.dtl","357","We are so proud of you, sweetheart!","subsequence","","",""
"148werotate.wav","werotate","intro_sequence.dtl","229","We rotate the flavor profiles and effects out every day.","prefix","","",""
"199weshallsee.wav","weshallsee","intro_sequence.dtl","318","We shall see about that, Ms. Glace...","prefix","","",""
